,rcid,session,date,unres,me,nu,di,hr,co,ec
1478,3127,42,11/2/1987,R/42/29,0,1,1,0,0,0
1479,3128,42,11/2/1987,R/42/31,0,1,0,0,0,0
1480,3129,42,11/2/1987,R/42/32,0,1,0,0,0,0
1481,3130,42,11/2/1987,R/42/33,0,0,1,0,0,0
1482,3131,42,11/2/1987,R/42/34A,0,1,1,0,0,0
1483,3132,42,11/2/1987,R/42/34B,0,1,1,0,0,0
1484,3133,42,11/2/1987,R/42/35,0,0,1,0,0,1
1485,3134,42,11/2/1987,R/42/38A,0,0,1,0,0,0
1486,3135,42,11/2/1987,R/42/38C,0,1,0,0,0,0
1487,3136,42,11/2/1987,R/42/38D,0,1,1,0,0,0
1488,3137,42,11/2/1987,R/42/38F,0,0,1,0,0,1
1489,3138,42,11/2/1987,R/42/38I,0,0,0,0,0,0
1490,3139,42,11/2/1987,R/42/38J,0,0,1,0,0,0
1491,3140,42,11/2/1987,R/42/38K,0,0,1,0,0,0
1492,3141,42,11/2/1987,R/42/38L,0,1,0,0,0,0
1493,3142,42,11/2/1987,R/42/38N,0,0,1,0,0,0
1494,3143,42,11/2/1987,R/42/39A,0,0,1,0,0,0
1495,3144,42,11/2/1987,R/42/39B,0,1,1,0,0,0
1496,3145,42,11/2/1987,R/42/39C,0,1,0,0,0,0
1497,3146,42,11/2/1987,R/42/39G,0,0,1,0,0,0
1498,3147,42,11/2/1987,R/42/39H,0,1,1,0,0,0
1499,3148,42,11/2/1987,R/42/39I,0,0,1,0,0,0
1500,3149,42,11/2/1987,R/42/42A,0,1,1,0,0,0
1501,3150,42,11/2/1987,R/42/42B,0,0,1,0,0,0
1502,3151,42,11/2/1987,R/42/42C,0,1,1,0,0,0
1503,3152,42,11/2/1987,R/42/42D,0,1,0,0,0,0
1504,3153,42,11/2/1987,R/42/42E,0,0,1,0,0,0
1505,3154,42,11/2/1987,R/42/42H,0,0,1,0,0,0
1506,3155,42,11/2/1987,R/42/42K,0,0,1,0,0,0
1507,3156,42,11/2/1987,R/42/42L,0,0,1,0,0,0
1508,3157,42,11/2/1987,R/42/42M,0,0,1,0,0,0
1509,3158,42,11/2/1987,R/42/42N,0,0,0,0,0,0
1510,3159,42,11/2/1987,R/42/44,1,1,1,0,0,0
1511,3160,42,11/2/1987,R/42/46A,0,0,0,0,0,0
1512,3161,42,11/2/1987,R/42/46B,0,0,0,0,0,0
1513,3162,42,11/2/1987,R/42/50,0,0,0,0,0,1
1514,3163,42,11/2/1987,R/42/52,0,0,0,1,0,0
1515,3164,42,11/2/1987,R/42/56,0,0,0,1,0,0
1516,3165,42,12/4/1987,R/42/66A,1,0,0,1,0,0
1517,3166,42,12/4/1987,R/42/66B,1,0,0,1,0,0
1518,3167,42,12/4/1987,R/42/66C,1,0,0,0,0,0
1519,3168,42,12/4/1987,R/42/66D,1,0,0,0,0,0
1520,3169,42,12/4/1987,R/42/69A,1,0,0,0,0,0
1521,3170,42,12/4/1987,R/42/69D,1,0,0,0,0,0
1522,3171,42,12/4/1987,R/42/69E,1,0,0,0,0,0
1523,3172,42,12/4/1987,R/42/69F,1,0,0,0,0,0
1524,3173,42,12/4/1987,R/42/69G,1,0,0,0,0,0
1525,3174,42,12/4/1987,R/42/69H,1,0,0,0,0,0
1526,3175,42,12/4/1987,R/42/69I,1,0,0,0,0,0
1527,3176,42,12/4/1987,R/42/69J,1,0,0,0,0,0
1528,3177,42,12/4/1987,R/42/69K,1,0,0,0,0,0
1529,3178,42,12/5/1987,R/42/70/A,0,0,0,0,0,0
1530,3179,42,12/5/1987,R/42/70/B,0,0,0,0,0,0
1531,3180,42,12/6/1987,R/42/71,0,0,0,0,1,0
1532,3181,42,12/6/1987,R/42/72,0,0,0,0,1,0
1533,3182,42,12/6/1987,R/42/73,0,0,0,0,1,0
1534,3183,42,12/6/1987,R/42/74,0,0,0,0,1,1
1535,3184,42,12/6/1987,R/42/75,0,0,0,0,1,0
1536,3185,42,12/6/1987,R/42/78,0,0,0,0,0,0
1537,3186,42,12/6/1987,R/42/79,0,0,0,0,0,0
1538,3187,42,12/2/1987,R/42/91,0,0,0,0,0,0
1539,3188,42,12/2/1987,R/42/92,0,0,0,0,0,0
1540,3189,42,12/2/1987,R/42/93,0,0,0,0,0,0
1541,3190,42,12/2/1987,R/42/95,0,0,0,1,1,0
1542,3191,42,12/2/1987,R/42/96,0,0,0,1,0,0
1543,3192,42,12/2/1987,R/42/99,0,0,0,1,0,1
1544,3193,42,12/2/1987,R/42/100,0,0,0,1,0,1
1545,3194,42,12/2/1987,R/42/101,0,0,0,1,0,0
1546,3195,42,12/2/1987,R/42/102,0,0,0,1,0,1
1547,3196,42,12/2/1987,R/42/115,0,0,0,1,0,0
1548,3197,42,12/2/1987,R/42/119,0,0,0,1,0,0
1549,3198,42,12/2/1987,R/42/134,0,1,0,0,0,0
1550,3199,42,12/2/1987,R/42/135,0,0,0,1,0,0
1551,3200,42,12/2/1987,R/42/136,0,0,0,1,0,0
1552,3201,42,12/2/1987,R/42/139,0,0,0,0,0,0
1553,3202,42,12/2/1987,R/42/140,0,0,0,1,0,1
1554,3203,42,12/2/1987,R/42/145,0,0,0,0,0,1
1555,3204,42,12/2/1987,R/42/146,0,0,0,1,0,0
1556,3205,42,12/2/1987,R/42/147,0,0,0,1,0,0
1557,3206,42,12/2/1987,R/42/149,0,0,0,0,0,1
1558,3207,42,12/2/1987,R/42/150,0,0,0,0,0,0
1559,3208,42,12/2/1987,R/42/151,0,0,0,1,0,0
1560,3209,42,12/2/1987,R/42/153,0,0,0,0,0,0
1561,3210,42,12/2/1987,R/42/158,0,0,0,0,0,1
1562,3211,42,12/2/1987,R/42/159,0,0,0,0,0,0
1563,3212,42,12/3/1987,R/42/160A,1,0,0,0,0,0
1564,3213,42,12/3/1987,R/42/160B,1,0,0,1,0,0
1565,3214,42,12/3/1987,R/42/160C,1,0,0,0,1,0
1566,3215,42,12/3/1987,R/42/160D,1,0,0,1,1,0
1567,3216,42,12/3/1987,R/42/160E,1,0,0,0,0,0
1568,3217,42,12/3/1987,R/42/160F,1,0,0,0,0,0
1569,3218,42,12/3/1987,R/42/160G,1,0,0,0,0,0
1570,3219,42,12/3/1987,R/42/162A,0,0,0,0,0,0
1571,3220,42,12/3/1987,R/42/162B,0,0,0,0,0,0
1572,3221,42,12/6/1987,R/42/165,0,0,0,0,0,1
1573,3222,42,12/6/1987,R/42/166,1,0,0,0,0,1
1574,3223,42,12/6/1987,R/42/173,0,0,0,0,0,1
1575,3224,42,12/6/1987,R/42/174,0,0,0,0,0,1
1576,3225,42,12/6/1987,R/42/176,0,0,0,0,0,1
1577,3226,42,12/6/1987,R/42/184,0,0,0,0,0,0
1578,3227,42,12/6/1987,R/42/190,1,0,0,0,0,0
1579,3228,42,12/6/1987,R/42/198,0,0,0,0,0,1
1580,3229,42,12/6/1987,R/42/199,1,0,0,0,0,1
1581,3230,42,12/6/1987,R/42/200,0,0,0,0,0,1
1582,3231,42,12/6/1987,R/42/201,0,0,0,0,0,1
1583,3232,42,12/6/1987,R/42/202,0,0,0,0,0,0
1584,3233,42,12/6/1987,R/42/203,0,0,0,0,0,0
1585,3234,42,12/6/1987,R/42/204,0,0,0,0,0,1
1586,3235,42,12/6/1987,R/42/205,0,0,0,0,0,0
1587,3236,42,12/6/1987,R/42/209/A,1,0,0,0,0,0
1588,3237,42,12/6/1987,R/42/209/B,1,0,0,0,0,0
1589,3238,42,12/6/1987,R/42/209/C,1,0,0,0,0,0
1590,3239,42,12/6/1987,R/42/209/D,1,0,0,0,0,0
1591,3240,42,12/5/1987,R/42/210B,0,0,0,0,0,0
1592,3241,42,12/2/1987,R/42/223,1,0,0,0,0,0
1593,3242,42,12/2/1987,R/42/224,0,0,0,0,0,0
1594,3243,42,12/2/1987,R/42/226A,0,0,0,0,0,0
1595,3244,42,3/4/1988,R/42/229A,0,0,0,0,0,0
1596,3245,42,3/4/1988,R/42/229B,0,0,0,0,0,0
1597,3246,42,3/4/1988,R/42/230,0,0,0,0,0,0
1598,3247,42,5/6/1988,R/42/232,0,0,0,0,0,0
1599,3385,44,9/5/1989,R/44/1,0,0,0,0,0,0
1600,3386,44,10/6/1989,R/44/2,1,0,0,1,0,0
1601,3387,44,10/3/1989,R/44/7,0,0,0,0,0,0
1602,3388,44,10/4/1989,R/44/9,0,0,0,0,1,0
1603,3389,44,11/2/1989,R/44/18,0,0,0,0,0,0
1604,3390,44,11/3/1989,R/44/20,0,0,0,0,0,0
1605,3391,44,11/5/1989,R/44/22,0,0,0,0,0,0
1606,3392,44,11/6/1989,R/44/24,0,0,0,0,0,1
1607,3393,44,11/2/1989,R/44/26,0,0,0,0,0,0
1608,3394,44,11/4/1989,R/44/27A,0,0,0,0,1,0
1609,3395,44,11/4/1989,R/44/27C,0,0,0,0,0,0
1610,3396,44,11/4/1989,R/44/27D,0,0,0,0,0,0
1611,3397,44,11/4/1989,R/44/27E,0,0,0,0,0,0
1612,3398,44,11/4/1989,R/44/27F,1,1,0,0,0,1
1613,3399,44,11/4/1989,R/44/27G,0,0,0,1,0,0
1614,3400,44,11/4/1989,R/44/27H,0,0,0,0,0,0
1615,3401,44,11/4/1989,R/44/27I,1,1,0,0,0,0
1616,3402,44,11/4/1989,R/44/27K,0,0,0,1,0,0
1617,3403,44,11/4/1989,R/44/27L,0,0,0,1,0,0
1618,3404,44,12/2/1989,R/44/30,0,0,0,0,0,1
1619,3405,44,12/2/1989,R/44/31,0,0,0,0,0,0
1620,3406,44,12/2/1989,R/44/32,0,0,0,1,0,0
1621,3407,44,12/2/1989,R/44/40A,1,0,0,0,0,0
1622,3408,44,12/2/1989,R/44/40B,1,0,0,0,0,0
1623,3409,44,12/2/1989,R/44/40C,1,0,0,0,0,0
1624,3410,44,12/4/1989,R/44/41A,1,0,0,1,0,0
1625,3411,44,12/4/1989,R/44/41B,1,0,0,1,0,0
1626,3412,44,12/4/1989,R/44/41C,1,0,0,0,0,0
1627,3413,44,12/4/1989,R/44/42,1,0,0,0,0,0
1628,3414,44,12/5/1989,R/44/43,0,0,0,0,0,0
1629,3415,44,12/6/1989,R/44/47A,1,0,0,0,0,0
1630,3416,44,12/6/1989,R/44/47D,1,0,0,0,0,0
1631,3417,44,12/6/1989,R/44/47E,1,0,0,0,0,0
1632,3418,44,12/6/1989,R/44/47F,1,0,0,0,0,0
1633,3419,44,12/6/1989,R/44/47G,1,0,0,0,0,0
1634,3420,44,12/6/1989,R/44/47H,1,0,0,0,0,0
1635,3421,44,12/6/1989,R/44/47I,1,0,0,0,0,0
1636,3422,44,12/6/1989,R/44/47J,1,0,0,0,0,0
1637,3423,44,12/6/1989,R/44/47K,1,0,0,0,0,0
1638,3424,44,12/6/1989,R/44/48A,1,0,0,0,1,0
1639,3425,44,12/6/1989,R/44/48B,1,0,0,1,0,0
1640,3426,44,12/6/1989,R/44/48C,1,0,0,0,1,0
1641,3427,44,12/6/1989,R/44/48D,1,0,0,0,0,0
1642,3428,44,12/6/1989,R/44/48E,1,0,0,0,0,0
1643,3429,44,12/6/1989,R/44/48F,1,0,0,0,0,0
1644,3430,44,12/6/1989,R/44/48G,1,0,0,0,0,0
1645,3431,44,12/6/1989,R/44/50,0,0,0,0,0,0
1646,3432,44,12/6/1989,R/44/56,0,0,0,0,0,1
1647,3433,44,12/6/1989,R/44/63,0,0,0,1,0,0
1648,3434,44,12/6/1989,R/44/69,0,0,0,1,0,0
1649,3435,44,12/6/1989,R/44/79,0,0,0,1,1,0
1650,3436,44,12/6/1989,R/44/81,0,0,0,1,0,0
1651,3437,44,12/2/1989,R/44/83,0,0,0,0,1,0
1652,3438,44,12/2/1989,R/44/84,0,0,0,0,1,1
1653,3439,44,12/2/1989,R/44/85,0,0,0,0,1,0
1654,3440,44,12/2/1989,R/44/100,0,0,0,0,1,0
1655,3441,44,12/2/1989,R/44/101,0,0,0,0,1,0
1656,3442,44,12/2/1989,R/44/102,0,0,0,0,1,0
1657,3443,44,12/6/1989,R/44/104,0,1,1,0,0,0
1658,3444,44,12/6/1989,R/44/105,0,1,0,0,0,0
1659,3445,44,12/6/1989,R/44/106,0,1,0,0,0,0
1660,3446,44,12/6/1989,R/44/107,0,1,0,0,0,0
1661,3447,44,12/6/1989,R/44/109,0,1,1,0,0,0
1662,3448,44,12/6/1989,R/44/110,0,1,0,0,0,0
1663,3449,44,12/6/1989,R/44/111,0,1,0,0,0,0
1664,3450,44,12/6/1989,R/44/112,0,0,1,0,0,0
1665,3451,44,12/6/1989,R/44/113A,0,1,1,0,0,0
1666,3452,44,12/6/1989,R/44/113B,0,1,1,0,0,0
1667,3453,44,12/6/1989,R/44/114A,0,0,1,0,0,0
1668,3454,44,12/6/1989,R/44/114B,0,0,1,0,0,0
1669,3455,44,12/6/1989,R/44/116A,0,1,1,0,0,1
1670,3456,44,12/6/1989,R/44/116B,0,0,1,0,0,0
1671,3457,44,12/6/1989,R/44/116E,0,0,1,0,0,0
1672,3458,44,12/6/1989,R/44/116G,0,0,1,0,0,0
1673,3459,44,12/6/1989,R/44/116H,0,1,0,0,0,0
1674,3460,44,12/6/1989,R/44/116J,0,0,0,0,0,1
1675,3461,44,12/6/1989,R/44/116K,0,1,1,0,0,0
1676,3462,44,12/6/1989,R/44/116M,0,0,1,0,0,0
1677,3463,44,12/6/1989,R/44/116N,0,0,1,0,0,0
1678,3464,44,12/6/1989,R/44/116P,0,0,0,0,0,0
1679,3465,44,12/6/1989,R/44/116R,0,1,0,0,0,0
1680,3466,44,12/6/1989,R/44/116S,0,0,1,0,0,0
1681,3467,44,12/6/1989,R/44/117A,0,0,1,0,0,0
1682,3468,44,12/6/1989,R/44/117C,0,1,0,0,0,0
1683,3469,44,12/6/1989,R/44/117D,0,1,1,0,0,0
1684,3470,44,12/6/1989,R/44/117F,0,0,1,0,0,1
1685,3471,44,12/6/1989,R/44/118A,0,0,0,0,0,1
1686,3472,44,12/6/1989,R/44/118B,0,0,1,0,0,0
1687,3473,44,12/6/1989,R/44/119A,0,0,1,0,0,0
1688,3474,44,12/6/1989,R/44/119B,0,1,1,0,0,0
1689,3475,44,12/6/1989,R/44/119D,0,0,1,0,0,0
1690,3476,44,12/6/1989,R/44/119E,0,1,1,0,0,0
1691,3477,44,12/6/1989,R/44/119F,0,1,1,0,0,0
1692,3478,44,12/6/1989,R/44/120,0,0,0,0,0,0
1693,3479,44,12/6/1989,R/44/121,1,1,1,0,0,0
1694,3480,44,12/6/1989,R/44/123,0,0,1,0,0,0
1695,3481,44,12/6/1989,R/44/124A,0,0,0,0,0,0
1696,3482,44,12/6/1989,R/44/124B,0,0,0,0,0,0
1697,3483,44,12/6/1989,R/44/126,0,0,0,0,0,0
1698,3484,44,12/6/1989,R/44/128,0,0,0,0,0,0
1699,3485,44,12/6/1989,R/44/130,0,0,0,1,0,1
1700,3486,44,12/6/1989,R/44/147,0,0,0,0,0,0
1701,3487,44,12/6/1989,R/44/166,0,0,0,1,0,0
1702,3488,44,12/6/1989,R/44/167,0,0,0,1,0,0
1703,3489,44,12/6/1989,R/44/168,0,0,0,0,1,1
1704,3490,44,12/3/1989,R/44/170,0,0,0,0,0,1
1705,3491,44,12/3/1989,R/44/174,1,0,0,0,0,0
1706,3492,44,12/3/1989,R/44/181,0,0,0,0,0,0
1707,3493,44,12/6/1989,R/44/205,0,0,0,0,0,1
1708,3494,44,12/6/1989,R/44/214,0,0,0,0,0,1
1709,3495,44,12/6/1989,R/44/215,0,0,0,0,0,1
1710,3496,44,12/6/1989,R/44/217,0,0,0,0,0,1
1711,3497,44,12/6/1989,R/44/218,0,0,0,0,0,1
1712,3498,44,12/6/1989,R/44/232,0,0,0,0,0,1
1713,3499,44,12/6/1989,R/44/235,1,0,0,0,0,1
1714,3500,44,12/6/1989,R/44/240,0,0,0,0,0,0
1715,3587,46,10/4/1991,R/46/9,0,0,0,0,1,0
1716,3588,46,10/3/1991,R/46/10,0,0,0,0,0,0
1717,3589,46,11/4/1991,R/46/16,0,1,0,0,0,0
1718,3590,46,11/2/1991,R/46/19,0,0,0,0,0,0
1719,3592,46,12/5/1991,R/46/24,0,0,0,0,0,0
1720,3593,46,12/6/1991,R/46/28,0,1,0,0,0,0
1721,3594,46,12/6/1991,R/46/29,0,1,0,0,0,0
1722,3595,46,12/6/1991,R/46/31,0,1,1,0,0,0
1723,3596,46,12/6/1991,R/46/32,0,1,0,0,0,0
1724,3597,46,12/6/1991,R/46/33,0,0,1,0,0,0
1725,3598,46,12/6/1991,R/46/34A,0,1,1,0,0,0
1726,3599,46,12/6/1991,R/46/36D,0,1,0,0,0,0
1727,3600,46,12/6/1991,R/46/36I,0,0,1,0,0,0
1728,3601,46,12/6/1991,R/46/36J,0,1,1,0,0,0
1729,3602,46,12/6/1991,R/46/36L,0,0,1,0,0,0
1730,3603,46,12/6/1991,R/46/37C,0,1,1,0,0,0
1731,3604,46,12/6/1991,R/46/37D,0,1,0,0,0,0
1732,3605,46,12/6/1991,R/46/37F,0,0,1,0,0,1
1733,3606,46,12/6/1991,R/46/38B,0,0,1,0,0,0
1734,3607,46,12/6/1991,R/46/38C,0,0,1,0,0,0
1735,3608,46,12/6/1991,R/46/39,1,1,1,0,0,0
1736,3609,46,12/6/1991,R/46/41A,0,0,0,0,0,0
1737,3610,46,12/6/1991,R/46/41B,0,0,0,0,0,0
1738,3611,46,12/2/1991,R/46/46A,1,0,0,0,0,0
1739,3612,46,12/2/1991,R/46/46D,1,0,0,0,0,0
1740,3613,46,12/2/1991,R/46/46E,1,0,0,0,0,0
1741,3614,46,12/2/1991,R/46/46F,1,0,0,0,0,0
1742,3615,46,12/2/1991,R/46/46G,1,0,0,0,0,0
1743,3616,46,12/2/1991,R/46/46H,1,0,0,0,0,0
1744,3617,46,12/2/1991,R/46/46I,1,0,0,0,0,0
1745,3618,46,12/2/1991,R/46/46J,1,0,0,0,0,0
1746,3619,46,12/2/1991,R/46/46K,1,0,0,0,0,0
1747,3620,46,12/2/1991,R/46/47A,1,0,0,0,1,0
1748,3621,46,12/2/1991,R/46/47B,1,0,0,1,0,0
1749,3622,46,12/2/1991,R/46/47C,1,0,0,0,1,0
1750,3623,46,12/2/1991,R/46/47D,1,0,0,0,0,0
1751,3624,46,12/2/1991,R/46/47E,1,0,0,0,0,0
1752,3625,46,12/2/1991,R/46/47F,1,0,0,0,0,0
1753,3626,46,12/2/1991,R/46/47G,1,0,0,0,0,0
1754,3627,46,12/2/1991,R/46/49,0,0,0,0,0,0
1755,3628,46,12/2/1991,R/46/52,0,0,0,0,0,1
1756,3629,46,12/4/1991,R/46/63,0,0,0,0,1,0
1757,3630,46,12/4/1991,R/46/64,0,0,0,0,1,1
1758,3631,46,12/4/1991,R/46/65,0,0,0,0,1,0
1759,3632,46,12/4/1991,R/46/71,0,0,0,0,1,0
1760,3633,46,12/4/1991,R/46/72,0,0,0,0,1,0
1761,3634,46,12/4/1991,R/46/74A,1,0,0,1,0,0
1762,3635,46,12/4/1991,R/46/74B,1,0,0,1,0,0
1763,3636,46,12/4/1991,R/46/74C,1,0,0,0,0,0
1764,3637,46,12/4/1991,R/46/75,1,0,0,0,0,0
1765,3638,46,12/4/1991,R/46/76,1,0,0,1,0,0
1766,3639,46,12/5/1991,R/46/78,0,0,0,0,0,0
1767,3640,46,12/6/1991,R/46/79B,0,0,0,1,0,0
1768,3641,46,12/6/1991,R/46/79C,0,1,0,0,0,0
1769,3642,46,12/6/1991,R/46/79D,1,1,0,0,0,1
1770,3643,46,12/6/1991,R/46/79E,0,0,0,0,0,0
1771,3644,46,12/2/1991,R/46/82A,1,0,0,0,0,0
1772,3645,46,12/2/1991,R/46/82B,1,0,0,0,0,0
1773,3646,46,12/2/1991,R/46/84,0,0,0,1,0,0
1774,3647,46,12/2/1991,R/46/86,1,0,0,1,0,0
1775,3648,46,12/2/1991,R/46/87,0,0,0,1,1,0
1776,3649,46,12/2/1991,R/46/89,0,0,0,1,0,0
1777,3650,46,12/2/1991,R/46/95,0,0,0,0,0,1
1778,3651,46,12/3/1991,R/46/117,0,0,0,1,0,0
1779,3652,46,12/3/1991,R/46/130,0,0,0,0,0,0
1780,3653,46,12/3/1991,R/46/134,0,0,0,1,0,0
1781,3654,46,12/3/1991,R/46/135,0,0,0,1,1,0
1782,3655,46,12/3/1991,R/46/137,0,0,0,0,0,0
1783,3656,46,12/4/1991,R/46/153,0,0,0,1,0,0
1784,3657,46,12/5/1991,R/46/162,1,0,0,0,0,0
1785,3658,46,12/6/1991,R/46/199,1,0,0,0,0,1
1786,3659,46,12/6/1991,R/46/201,1,0,0,0,0,1
1787,3660,46,12/6/1991,R/46/210,0,0,0,0,0,1
1788,3661,46,12/6/1991,R/46/216,0,0,0,0,0,0
1789,3662,46,8/3/1992,R/46/242,0,0,0,0,0,0
1790,3739,48,11/2/1993,R/48/14,0,1,0,0,0,0
1791,3740,48,11/3/1993,R/48/15,0,0,0,0,0,0
1792,3741,48,11/4/1993,R/48/16,0,0,0,0,0,1
1793,3742,48,11/4/1993,R/48/23,0,0,0,0,0,0
1794,3743,48,12/5/1993,R/48/28,0,0,0,0,0,0
1795,3744,48,12/6/1993,R/48/40A,1,0,0,0,0,0
1796,3745,48,12/6/1993,R/48/40D,1,0,0,0,0,0
1797,3746,48,12/6/1993,R/48/40E,1,0,0,0,0,0
1798,3747,48,12/6/1993,R/48/40F,1,0,0,0,0,0
1799,3748,48,12/6/1993,R/48/40G,1,0,0,0,0,0
1800,3749,48,12/6/1993,R/48/40H,1,0,0,0,0,0
1801,3750,48,12/6/1993,R/48/40I,1,0,0,0,0,0
1802,3751,48,12/6/1993,R/48/40J,1,0,0,0,0,0
1803,3752,48,12/6/1993,R/48/41A,1,0,0,0,1,0
1804,3753,48,12/6/1993,R/48/41B,1,0,0,1,0,0
1805,3754,48,12/6/1993,R/48/41C,1,0,0,0,1,0
1806,3755,48,12/6/1993,R/48/41D,1,0,0,0,0,0
1807,3756,48,12/6/1993,R/48/45,0,0,0,0,1,0
1808,3757,48,12/6/1993,R/48/46,0,0,0,0,1,1
1809,3758,48,12/6/1993,R/48/47,0,0,0,0,1,0
1810,3759,48,12/6/1993,R/48/52,0,0,0,0,1,0
1811,3760,48,12/6/1993,R/48/53,0,0,0,0,1,0
1812,3761,48,12/2/1993,R/48/56,0,0,0,0,1,0
1813,3762,48,12/3/1993,R/48/58,1,0,0,0,0,0
1814,3763,48,12/3/1993,R/48/59A,1,0,0,0,0,0
1815,3764,48,12/3/1993,R/48/59B,1,0,0,0,0,0
1816,3765,48,12/5/1993,R/48/66,0,0,0,0,0,1
1817,3766,48,12/5/1993,R/48/67,0,0,1,0,0,0
1818,3767,48,12/5/1993,R/48/68,0,0,0,0,0,0
1819,3768,48,12/5/1993,R/48/69,0,1,0,0,0,0
1820,3769,48,12/5/1993,R/48/72,0,1,1,0,0,0
1821,3770,48,12/5/1993,R/48/73,0,1,0,0,0,0
1822,3771,48,12/5/1993,R/48/74A,0,0,1,0,0,0
1823,3772,48,12/5/1993,R/48/75C,0,0,1,0,0,0
1824,3773,48,12/5/1993,R/48/75H,0,0,1,0,0,0
1825,3774,48,12/5/1993,R/48/75I,0,0,1,0,0,0
1826,3775,48,12/5/1993,R/48/75J,0,0,1,0,0,0
1827,3776,48,12/5/1993,R/48/76A,0,0,0,0,0,0
1828,3777,48,12/5/1993,R/48/76B,0,1,0,0,0,0
1829,3778,48,12/5/1993,R/48/78,1,1,1,0,0,0
1830,3779,48,12/5/1993,R/48/79,0,0,1,1,0,0
1831,3780,48,12/5/1993,R/48/80,0,0,0,0,0,0
1832,3781,48,12/5/1993,R/48/82,0,0,0,0,0,0
1833,3782,48,12/5/1993,R/48/83,0,0,0,0,0,0
1834,3783,48,12/5/1993,R/48/84A,0,0,0,0,0,0
1835,3784,48,12/2/1993,R/48/88,0,0,0,0,0,0
1836,3785,48,12/2/1993,R/48/89,0,0,0,1,0,0
1837,3786,48,12/2/1993,R/48/92,0,0,0,1,0,0
1838,3787,48,12/2/1993,R/48/94,0,0,0,1,1,0
1839,3788,48,12/2/1993,R/48/101,0,0,0,1,0,0
1840,3789,48,12/2/1993,R/48/123,0,0,0,1,0,0
1841,3790,48,12/2/1993,R/48/124,0,0,0,0,0,0
1842,3791,48,12/2/1993,R/48/131,0,0,0,0,0,0
1843,3792,48,12/2/1993,R/48/142,0,0,0,1,0,0
1844,3793,48,12/2/1993,R/48/144,0,0,0,1,0,0
1845,3794,48,12/2/1993,R/48/145,0,0,0,1,0,0
1846,3795,48,12/2/1993,R/48/147,0,0,0,1,0,0
1847,3796,48,12/2/1993,R/48/158A,1,0,0,1,0,0
1848,3797,48,12/2/1993,R/48/158B,1,0,0,1,0,0
1849,3798,48,12/2/1993,R/48/158C,1,0,0,0,0,0
1850,3799,48,12/2/1993,R/48/158D,1,0,0,0,0,0
1851,3800,48,12/3/1993,R/48/168,0,0,0,0,0,1
1852,3801,48,12/3/1993,R/48/182,0,0,0,0,0,1
1853,3802,48,12/3/1993,R/48/212,1,0,0,0,0,1
1854,3803,48,7/6/1994,R/48/263,0,0,0,0,0,0
1855,3875,50,11/4/1995,R/50/9,0,1,0,0,0,0
1856,3876,50,11/5/1995,R/50/10,0,0,0,0,0,1
1857,3877,50,11/5/1995,R/50/11,0,0,0,0,0,0
1858,3878,50,11/2/1995,R/50/18,0,0,0,0,0,0
1859,3879,50,12/2/1995,R/50/21,1,0,0,0,0,0
1860,3880,50,12/2/1995,R/50/22A,1,0,0,0,0,0
1861,3881,50,12/2/1995,R/50/22B,1,0,0,0,0,0
1862,3882,50,4/5/1996,R/50/22C,1,0,0,0,0,0
1863,3883,50,12/3/1995,R/50/23,0,0,0,0,0,0
1864,3884,50,12/4/1995,R/50/28A,1,0,0,0,0,0
1865,3885,50,12/4/1995,R/50/28C,1,0,0,0,0,0
1866,3886,50,12/4/1995,R/50/28D,1,0,0,0,0,0
1867,3887,50,12/4/1995,R/50/28E,1,0,0,0,0,0
1868,3888,50,12/4/1995,R/50/28F,1,0,0,0,0,0
1869,3889,50,12/4/1995,R/50/28G,1,0,0,0,0,0
1870,3890,50,12/4/1995,R/50/29A,1,0,0,0,1,0
1871,3891,50,12/4/1995,R/50/29B,1,0,0,1,0,0
1872,3892,50,12/4/1995,R/50/29C,1,0,0,0,1,0
1873,3893,50,12/4/1995,R/50/29D,1,0,0,0,0,0
1874,3894,50,12/4/1995,R/50/32,0,0,0,0,1,0
1875,3895,50,12/4/1995,R/50/33,0,0,0,0,1,1
1876,3896,50,12/4/1995,R/50/34,0,0,0,0,1,0
1877,3897,50,12/4/1995,R/50/38A,0,0,0,0,1,0
1878,3898,50,12/4/1995,R/50/38B/I,0,0,0,0,0,0
1879,3899,50,12/4/1995,R/50/38B/II,0,0,0,0,0,0
1880,3900,50,12/4/1995,R/50/38B/III,0,0,0,0,0,0
1881,3901,50,12/4/1995,R/50/38B/IV,0,0,0,0,0,0
1882,3902,50,12/4/1995,R/50/38B/V,0,0,0,0,0,0
1883,3903,50,12/4/1995,R/50/38B/VI,0,0,0,0,1,0
1884,3904,50,12/4/1995,R/50/38B/VII,0,0,0,0,0,0
1885,3905,50,12/4/1995,R/50/38B/VIII,0,0,0,0,0,0
1886,3906,50,12/4/1995,R/50/38B/IX,0,0,0,0,1,0
1887,3907,50,12/4/1995,R/50/38B/X,0,0,0,0,0,0
1888,3908,50,12/4/1995,R/50/38B/XI,0,0,0,0,0,0
1889,3909,50,12/4/1995,R/50/38B/XII,0,0,0,0,0,0
1890,3910,50,12/4/1995,R/50/39,0,0,0,0,1,0
1891,3911,50,12/4/1995,R/50/40,0,0,0,0,1,0
1892,3917,50,12/2/1995,R/50/52,0,0,0,0,0,0
